"Id","Name","Short.description","Gender","Country","Occupation","Birth.year","Death.year","Manner.of.death","Age.of.death"
"Q64898343","Jan Fischer","Czech medal maker and sculptor","Male","","Artist",1912,1957,"",45
"Q3189383","Julien Bougues","French politician","Male","France","Politician",1876,1928,"",52
"Q11858440","Erkki Tuuli","Finnish politician","Male","Finland","Politician",1914,1994,"",80
"Q60516","Duchess Mathilde Ludovika in Bavaria","Bavarian princess","Female","Germany","Aristocrat",1843,1925,"",82
"Q15734603","Johan Cronquist","svensk barnläkare","Male","","",1866,1921,"",55
"Q1926741","Michael Adalbero Fleischer","German bishop","Male","Germany","Religious figure",1874,1963,"",89
"Q5294480","Donald Hansen","Canadian politician","Male","Canada","Politician",1924,1981,"",57
"Q18154306","Hunter Meighan","New York politician","Male","United States of America","Politician",1914,2008,"",94
"Q5544263","George Sandeman","cricketer (1883-1915)","Male","United Kingdom of Great Britain and Ireland","Athlete",1883,1915,"",32
"Q1380725","Heinrich Greeven","German theologian","Male","Germany","Religious figure",1906,1990,"",84
"Q2170890","Roy Riegels","American football player (1908-1993)","Male","United States of America","Athlete",1908,1993,"",85
"Q9387754","Zbigniew Bartosiewicz","Polish politician","Male","Poland","Politician",1932,2002,"",70
"Q770140","Paolo Scalabrini","Italian composer","Male","","Artist",1719,1806,"",87
"Q28797655","Кішенський Дмитро Павлович","(1858—1933) — патологоанатом, профессор кафедры патологической анатомии, ректор Новороссийского университета.","Male","","",1858,1933,"",75
"Q21524611","Maurice Wescott Avery","American classicist and university teacher","Male","United States of America","Teacher",1896,1973,"",77
"Q18238650","Adolf Ludvig Enebom","svensk präst","Male","Sweden","Religious figure",1769,1857,"",88
"Q333803","John Cope","British Army general (1690-1760)","Male","Kingdom of Great Britain","Politician",1690,1760,"",70
"Q56254117","László Marton","Hungarian rower","Male","Hungary","Rower",1923,1989,"",66
"Q102681","Agathe Lasch","German university teacher (1879-1942)","Female","Germany","Teacher",1879,1942,"",63
"Q5659075","Harmar Nicholls","British politician (1912-2000)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Politician",1912,2000,"",88
"Q7341549","Robert Anthony Toigo","American politician","Male","United States of America","Politician",1942,1993,"",51
"Q6233864","John Francis Bloxam","British writer","Male","","Artist",1873,1928,"",55
"Q1081030","Christian Marquand","French actor and director","Male","France","Artist",1927,2000,"",73
"Q55675235","Alfred Wernicke","muzikant","Male","","Artist",1856,1942,"",86
"Q33224704","Samuel Williams","printer and bookseller in Aberystwyth","Male","Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","",1782,1820,"",38
"Q5408376","Eugeniusz Biskupski","Polish triple jumper","Male","Poland","Athlete",1947,2010,"",63
"Q1701050","John Meares","British navigator, explorer and fur trader","Male","Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","Explorer",1756,1809,"",53
"Q100005","Tadeusz Borowski","Polish writer and journalist (1922-1951)","Male","Poland","Artist",1922,1951,"suicide",29
"Q28354672","Sölve Olsson","schwedischer Maler und Zeichner","Male","Sweden","",1929,2008,"",79
"Q6834957","Michael Triplett","American journalist","Male","United States of America","Journalist",1964,2013,"",49
"Q17425326","Karoline Albrecht","baaŋa ŋun nyɛ paɣa","Female","Germany","Artist",1802,1875,"",73
"Q11738496","Zenon Skierski","","Male","","",1908,1961,"",53
"Q18044019","Якубович, Максимилиан Юрьевич","российский филолог, профессор Киевского и Московского университетов","","Russian Empire","Researcher",1784,1853,"",69
"Q7527768","Sir John Evelyn, 4th Baronet","British aristocrat","Male","","",1755,1833,"",78
"Q1397263","Javad Nurbakhsh","Iranian Sufi master","Male","Iran","Artist",1926,2008,"",82
"Q47008714","Karin von Dassel","deutsche Filmschauspielerin und Juristin","Female","","Lawyer",1928,2013,"",85
"Q9323031","Roy Homme","American basketball player (1909-2007)","Male","United States of America","Athlete",1909,2007,"",98
"Q5548237","Georgina Cookson","British actress (1918-2011)","Female","United Kingdom; United Kingdom of Great Britain and Ireland","Artist",1918,2011,"",93
"Q502772","Andreina Ardizzone Emeri","Italian politician (1936-1985)","","Italy; Kingdom of Italy","Politician",1936,1985,"",49
"Q5107084","Chris Kelly","American musician","Male","United States of America","Artist",1890,1929,"",39
"Q4907985","Piet Stevens","Dutch football player (1897-1970)","Male","Kingdom of the Netherlands","Athlete",1897,1970,"",73
"Q2513363","Vera Schwarz","German-born Austrian pianist, harpsichordist, and historic practice specialist","Female","Germany","",1929,1980,"",51
"Q5552676","Gerry Casey","Footballer (1941-2019)","Male","United Kingdom","Athlete",1941,2019,"",78
"Q825083","Bernhard Gericke","German politician (1908-1967)","Male","Germany","Politician",1908,1967,"",59
"Q2854847","Truus Postma","Dutch physician","","Kingdom of the Netherlands","Physician",1927,2014,"",87
"Q16868117","Pietro de Fusco","giurista italiano","Male","","Jurist",1638,1703,"",65
"Q7944174","Jan Śliwiński","Polish politician","","Poland","Politician",1921,2009,"",88
"Q3573481","Yves Bertrand","French intelligence officer","Male","France","Police officer",1944,2013,"",69
"Q15955241","V.P. Seidelin","","","Denmark","",1781,1863,"",82
"Q2382320","Janez Strnad","physicist and populariser of natural science","Male","Slovenia; Socialist Federal Republic of Yugoslavia; Kingdom of Yugoslavia","Researcher",1934,2015,"",81
"Q21522037","Giovanni Negri","botanist (1877-1960)","Male","Italy; Kingdom of Italy","Researcher",1877,1960,"",83
"Q11779850","Mieczysław Limanowski","польський геолог, географ, театрал","Male","Poland; Lithuania; Russian Empire; Kingdom of Galicia and Lodomeria","Theater director",1876,1948,"",72
"Q12666100","Mykolas Sluckis","Lithuanian writer (1928-2013)","Male","Lithuania; Soviet Union","Artist",1928,2013,"",85
"Q5622373","Guy Jewell","English cricketer (1916-1965)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1916,1965,"",49
"Q16715852","Volodymyr Selskyi","geoloog","Male","","Researcher",1883,1951,"",68
"Q3087104","Frederick Debartzch Monk","Canadian politician","Male","Canada","Politician",1856,1914,"",58
"Q3160162","Jacques Verrières","French singer-songwriter","Male","France","Artist",1924,2009,"",85
"Q16858098","Robert Nicholson","Indian Army officer","Male","","Military personnel",1745,1821,"",76
"Q22582749","Zbigniew Mendera","Polish academic, professor of the theory of constructions and steel constructions","Male","Poland","Research fellow",1933,2020,"",87
"Q11488447","Hitoshi Gotō","Japanese novelist","Male","Japan","Novelist",1958,2020,"",62
"Q5482652","Francis Ventris","British Army general","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Military personnel",1857,1929,"",72
"Q4718214","Alexander Anderson","Scottish politician (1888-1954)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Politician",1888,1954,"",66
"Q84741","Ferdinand August von Spiegel","Catholic bishop","Male","Germany","Religious figure",1764,1835,"",71
"Q2638920","Albert Treuding","German university teacher (1805-1875)","Male","Germany","Teacher",1805,1875,"",70
"Q431052","Minamoto no Yoriie","2nd shogun of Kamakura shogunate","Male","Japan","Samurai; bushi",1182,1204,"homicide",22
"Q11543891","Masukichi Hashimoto","historicus","","","Researcher",1880,1956,"",76
"Q7526459","Sir Edmund Bacon, 2nd Baronet","English politician, died 1649","Male","Kingdom of England","Politician",1570,1649,"",79
"Q5487281","Frank Hoffman","American football player","Male","United States of America","Trade unionist",1904,1996,"",92
"Q3262294","Louis Jacques Rousseau","French magistrate and politician","Male","France","Politician",1759,1829,"",70
"Q16084385","Dorothy Morrison","American actress (1919-2017)","Female","United States of America","Artist",1919,2017,"",98
"Q50826799","Louis Keller","French official","Male","","Politician",1899,1968,"",69
"Q4711460","Albert Whiggs Easmon","physician","Male","Sierra Leone","Gynaecologist",1855,1923,"",68
"Q987741","Edward Brophy","American actor and comedian","Male","United States of America","Artist",1895,1960,"",65
"Q6171041","Jean Little","Canadian children's writer","Female","Canada","Artist",1932,2020,"",88
"Q8003451","Willard M. Mitchell","Canadian artist","Male","Canada","Architect",1879,1955,"",76
"Q6531848","Lester Frank Bishop","American aviator","Male","","",1889,1967,"",78
"Q2368810","Theo Molkenboer","Dutch painter","Male","Kingdom of the Netherlands","Artist",1871,1920,"",49
"Q55809429","George Robson Crummer","New Zealand photographer (14 June 1868-17 May 1953)","Male","New Zealand","Artist",1868,1953,"",85
"Q877415","Heinrich Träg","German footballer (1893-1976)","Male","Germany","Athlete",1893,1976,"",83
"Q722050","Charles Dawson","British archaeological forger","Male","United Kingdom of Great Britain and Ireland","Researcher",1864,1916,"natural causes",52
"Q14949384","John Cust, 1st Earl Brownlow","British Peer and Tory politician","Male","Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","Politician",1779,1853,"",74
"Q10361290","Richard Simonetti","Brazilian writer","Male","Brazil","Artist",1935,2018,"",83
"Q2837024","Aline Chrétien","Canadian political spouse","Female","Canada","Politician",1936,2020,"",84
"Q16268157","Giovanni Andrea Barotti","Italian writer","Male","","Artist",1701,1772,"",71
"Q16638317","Gabriel Citerne","French politician","Male","France","Politician",1901,1981,"",80
"Q6846232","Mike Campbell","American football player and coach (1922-1998)","Male","United States of America","Athlete",1922,1998,"",76
"Q1088988","Manuel Pinto da Fonseca","68th Prince and Grand Master of the Order of Saint John","Male","Portugal","Monk",1681,1773,"",92
"Q5889769","Gustavo Orcés","Ecuadorian zoologist and herpetologist","Male","Ecuador","Researcher",1903,1999,"",96
"Q16859396","Maria de Dominici","Maltese artist","Female","Malta","Artist",1645,1703,"",58
"Q12766025","František Krupka","Czechoslovak architect","Male","","Architect",1885,1963,"",78
"Q75880845","Alice Cullen","(1859-1931)","","","",1859,1931,"",72
"Q7345579","Robert Holmes","Canadian politician","Male","Canada","Politician",1852,1932,"",80
"Q11128530","Mow Pang Tzu","militair leider","Male","","Military personnel",1904,1987,"",83
"Q5289738","Dom Manuel de Portugal","writer, poet and politician","Male","Portugal","Artist",1516,1606,"",90
"Q296023","Jean-de-Dieu Soult","Prime Minister of France (1769-1851)","Male","France","Politician",1769,1851,"",82
"Q2084556","Francis Russell, 2nd Earl of Bedford","English politician","Male","Kingdom of England","Politician",1527,1585,"",58
"Q3760935","Gerardo Chiaromonte","Italian politician and journalist","Male","Italy; Kingdom of Italy","Artist",1924,1993,"",69
"Q23988577","Anders Peter Kullbom","","Male","","",1817,1900,"",83
"Q52151137","Leo Dohmen","Belgian photographer","Male","Belgium","Artist",1929,1999,"",70
"Q1327431","Tibor Tóth","Hungarian anthropologist","Male","Hungary","Anthropologist",1929,1991,"",62
"Q1578887","Hans Budde","German politician (1933-2010)","Male","Germany","Politician",1933,2010,"",77
"Q18910483","George Henry Bateson Wright","Headmaster of Central School, Hong Kong","Male","","Artist",1853,1935,"",82
"Q1770687","Alexander Villers","schrijver uit Oostenrijk-Hongarije","Male","Austria-Hungary","Artist",1812,1880,"",68
"Q6264997","John Wurts","American politician and president of Delaware and Hudson Canal Company","Male","United States of America","Politician",1792,1861,"natural causes",69
"Q2709348","Princess Eugenia Maximilianovna of Leuchtenberg","German princess","Female","Russian Empire","Aristocrat",1845,1925,"",80
"Q2589595","Johan Hendrik Westerveld","مقاوم هولندي","Male","Kingdom of the Netherlands","",1880,1942,"",62
"Q4933845","Bob Rush","American baseball player","Male","United States of America","Athlete",1925,2011,"",86
"Q18202130","Albert von Zingler","officier","Male","","Military personnel",1836,1891,"",55
"Q19949157","Ramón Gil Osorio","Spanish politician","","Spain","Politician",1813,1880,"",67
"Q1336289","Alexander Sawczynski","Austrian production designer (1924-1985)","Male","Austria","Production designer",1924,1985,"",61
"Q3434634","Robert Bourget-Pailleron","French writer","Male","France","Artist",1897,1970,"",73
"Q31886246","John Ward Westcott","ondernemer","Male","","Businessperson",1848,1913,"",65
"Q61721683","Charles Redlynch Fox-Strangways","(1761-1836)","Male","","",1761,1836,"",75
"Q75394881","Marie Fox","(1850-1878)","","","",1850,1878,"",28
"Q6147540","Tito Junco","Mexican actor","Male","Mexico","Artist",1915,1983,"",68
"Q550272","Franz Büchner","German pathologist","Male","Germany","Teacher",1895,1991,"",96
"Q23062653","Hans Dobel","Swiss sculptor","Male","Switzerland","Artist",1500,1557,"",57
"Q15614124","Friedrich Jakob Haldy","German politician","Male","","Politician",1788,1844,"",56
"Q7964775","Walter Erle","English politician","Male","Kingdom of England","Politician",1586,1665,"",79
"Q560083","Anna Czerny","Austrian politician (1902-1992)","Female","Austria","Politician",1902,1992,"",90
"Q6262509","John W. Roper","United States Navy admiral","Male","United States of America","Military personnel",1898,1963,"",65
"Q1289524","Eduard Perings","German university teacher (1930-2006)","Male","Germany","Teacher",1930,2006,"",76
"Q16029289","Cesare Bertolotti","Italian painter (1854-1932)","Male","","Artist",1854,1932,"",78
"Q522664","Pierre Magnol","French botanist (1638-1715)","Male","France","Researcher",1638,1715,"",77
"Q17106618","Josephine Pullein-Thompson","British writer of pony books, beloved of girls","Female","","Artist",1924,2014,"",90
"Q12359936","August Johanson","1891-1960","Male","","Military personnel",1891,1960,"",69
"Q3616007","Andrea Rota","Italian composer","","","Artist",1553,1597,"",44
"Q7148248","Patsy Flannelly","Gaelic football player","Male","","Athlete",1909,1939,"",30
"Q39281208","Lajos Glavina","(1805–1885) földbirtokos","Male","","",1806,1885,"",79
